Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Ibupromycin,Antifungal,Syrup,116 mg,Sanofi S.A.,Infection,Over-the-Counter
Acetomycin,Antidepressant,Capsule,858 mg,CSL Limited,Wound,Over-the-Counter
Amoxicillin,Antiviral,Inhaler,550 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Cefprofen,Antipyretic,Capsule,703 mg,"Gilead Sciences, Inc.",Virus,Prescription
Ibupronazole,Antidepressant,Drops,524 mg,Novartis AG,Fever,Over-the-Counter
Dolomet,Antibiotic,Cream,8 mg,Amgen Inc.,Fever,Over-the-Counter
Acetoprofen,Antifungal,Ointment,317 mg,Novartis AG,Fungus,Over-the-Counter
Dolocillin,Antipyretic,Ointment,990 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Amoxistatin,Antidepressant,Tablet,5 mg,Amgen Inc.,Fungus,Over-the-Counter
Metostatin,Analgesic,Capsule,9 mg,Johnson & Johnson,Fungus,Over-the-Counter
Dolophen,Analgesic,Syrup,842 mg,"Gilead Sciences, Inc.",Wound,Prescription
Cefstatin,Analgesic,Drops,584 mg,Amgen Inc.,Fungus,Prescription
Dextronazole,Antifungal,Injection,871 mg,CSL Limited,Depression,Over-the-Counter
Ibuproprofen,Antiviral,Capsule,952 mg,CSL Limited,Wound,Prescription
Dolomycin,Antidepressant,Ointment,104 mg,Eli Lilly and Company,Wound,Prescription
Cefphen,Antidiabetic,Inhaler,211 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Cefnazole,Antibiotic,Syrup,90 mg,CSL Limited,Fungus,Prescription
Dextrostatin,Antidiabetic,Syrup,872 mg,"Merck & Co., Inc.",Virus,Prescription
Dextrostatin,Analgesic,Drops,885 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Ibupromet,Antidiabetic,Syrup,54 mg,Amgen Inc.,Infection,Prescription
Ibuproprofen,Antipyretic,Drops,95 mg,Johnson & Johnson,Wound,Prescription
Dextrostatin,Analgesic,Cream,17 mg,Roche Holding AG,Diabetes,Over-the-Counter
Cefvir,Antiseptic,Cream,492 mg,CSL Limited,Infection,Prescription
Doloprofen,Antipyretic,Syrup,681 mg,Bayer AG,Wound,Over-the-Counter
Dextrocillin,Antidiabetic,Drops,49 mg,"Merck & Co., Inc.",Wound,Prescription
Metophen,Antipyretic,Syrup,225 mg,Sanofi S.A.,Infection,Over-the-Counter
Doloprofen,Antibiotic,Cream,227 mg,Amgen Inc.,Infection,Prescription
Cefcillin,Antifungal,Ointment,372 mg,Pfizer Inc.,Infection,Over-the-Counter
Clariprofen,Antibiotic,Injection,182 mg,Johnson & Johnson,Virus,Prescription
Cefcillin,Antibiotic,Inhaler,786 mg,GlaxoSmithKline plc,Wound,Prescription
Amoxistatin,Antibiotic,Ointment,859 mg,Pfizer Inc.,Fungus,Over-the-Counter
Dolonazole,Antiseptic,Ointment,34 mg,Novo Nordisk A/S,Diabetes,Prescription
Amoxivir,Analgesic,Inhaler,658 mg,Eli Lilly and Company,Fever,Prescription
Ibupronazole,Antiseptic,Drops,184 mg,Amgen Inc.,Diabetes,Prescription
Dextromet,Antiseptic,Syrup,329 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dextrocillin,Antibiotic,Injection,9 mg,Amgen Inc.,Fungus,Over-the-Counter
Metocillin,Antidepressant,Capsule,976 mg,CSL Limited,Infection,Over-the-Counter
Dextronazole,Antipyretic,Capsule,245 mg,Amgen Inc.,Depression,Over-the-Counter
Metophen,Antidepressant,Ointment,567 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Acetovir,Antiviral,Cream,772 mg,Novartis AG,Virus,Prescription
Dolomycin,Antibiotic,Syrup,45 mg,AstraZeneca plc,Pain,Prescription
Ibuprocillin,Antifungal,Injection,711 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Acetomycin,Antiviral,Inhaler,278 mg,Bristol-Myers Squibb Company,Infection,Prescription
Acetonazole,Antiseptic,Inhaler,506 mg,Sanofi S.A.,Virus,Prescription
Dolostatin,Antiviral,Capsule,572 mg,Novartis AG,Fever,Over-the-Counter
Clarimet,Antidepressant,Inhaler,742 mg,Bayer AG,Diabetes,Over-the-Counter
Ibupromycin,Antibiotic,Capsule,83 mg,AstraZeneca plc,Fever,Over-the-Counter
Dextromycin,Antipyretic,Cream,807 mg,Roche Holding AG,Pain,Prescription
Dolonazole,Antifungal,Ointment,387 mg,Eli Lilly and Company,Diabetes,Prescription
Clarivir,Antidepressant,Ointment,294 mg,Sanofi S.A.,Infection,Prescription
Ibuprostatin,Antifungal,Drops,962 mg,Biogen Inc.,Depression,Over-the-Counter
Acetomycin,Antiseptic,Inhaler,70 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Ibuprocillin,Analgesic,Injection,113 mg,Biogen Inc.,Wound,Prescription
Acetocillin,Analgesic,Ointment,29 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Dextrocillin,Antifungal,Drops,245 mg,AstraZeneca plc,Wound,Prescription
Amoxicillin,Antifungal,Inhaler,879 mg,Pfizer Inc.,Infection,Over-the-Counter
Dextroprofen,Antiviral,Syrup,550 mg,Eli Lilly and Company,Pain,Over-the-Counter
Cefvir,Antipyretic,Syrup,130 mg,Roche Holding AG,Fungus,Over-the-Counter
Dextronazole,Antiviral,Ointment,492 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Clarimet,Antipyretic,Inhaler,270 mg,Roche Holding AG,Pain,Prescription
Metoprofen,Antiviral,Ointment,727 mg,Sanofi S.A.,Fungus,Over-the-Counter
Dolophen,Antifungal,Injection,258 mg,Sanofi S.A.,Depression,Over-the-Counter
Dextromet,Antibiotic,Ointment,25 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Clarivir,Antidiabetic,Inhaler,282 mg,"Merck & Co., Inc.",Pain,Prescription
Metophen,Antifungal,Injection,902 mg,Johnson & Johnson,Infection,Prescription
Dolophen,Antipyretic,Tablet,759 mg,Pfizer Inc.,Pain,Prescription
Dextromet,Analgesic,Injection,987 mg,CSL Limited,Virus,Prescription
Metophen,Analgesic,Ointment,747 mg,AstraZeneca plc,Infection,Prescription
Clariphen,Antidepressant,Capsule,947 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Acetomet,Antiviral,Tablet,6 mg,Bayer AG,Infection,Prescription
Dextrostatin,Antiviral,Cream,998 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Amoxiphen,Antidepressant,Tablet,916 mg,Sanofi S.A.,Depression,Over-the-Counter
Dolovir,Antidiabetic,Tablet,522 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Metoprofen,Antipyretic,Ointment,502 mg,"Gilead Sciences, Inc.",Fever,Prescription
Metophen,Analgesic,Cream,925 mg,Sanofi S.A.,Fungus,Over-the-Counter
Dolovir,Antipyretic,Tablet,512 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Dolonazole,Antibiotic,Cream,813 mg,Biogen Inc.,Pain,Over-the-Counter
Dolocillin,Antiseptic,Syrup,289 mg,CSL Limited,Diabetes,Over-the-Counter
Ibuproprofen,Antiviral,Capsule,104 mg,GlaxoSmithKline plc,Wound,Prescription
Amoxiprofen,Antifungal,Syrup,407 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Claricillin,Antiviral,Inhaler,35 mg,Biogen Inc.,Wound,Over-the-Counter
Dextrocillin,Antipyretic,Inhaler,661 mg,GlaxoSmithKline plc,Diabetes,Prescription
Cefphen,Antifungal,Tablet,188 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Dolomet,Antidepressant,Drops,135 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Doloprofen,Antifungal,Inhaler,487 mg,Sanofi S.A.,Virus,Over-the-Counter
Claricillin,Antibiotic,Capsule,792 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Amoxivir,Antifungal,Tablet,608 mg,Novo Nordisk A/S,Virus,Prescription
Metocillin,Antiseptic,Inhaler,237 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuprocillin,Antipyretic,Cream,383 mg,Pfizer Inc.,Depression,Over-the-Counter
Acetocillin,Antidiabetic,Drops,709 mg,Bayer AG,Pain,Over-the-Counter
Acetomet,Antibiotic,Tablet,802 mg,Johnson & Johnson,Pain,Over-the-Counter
Ibupronazole,Antiseptic,Tablet,391 mg,GlaxoSmithKline plc,Pain,Prescription
Acetocillin,Antiseptic,Ointment,513 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Dextrostatin,Analgesic,Drops,321 mg,CSL Limited,Fever,Prescription
Dextronazole,Antidiabetic,Syrup,386 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dextrovir,Analgesic,Syrup,139 mg,Sanofi S.A.,Fever,Prescription
Amoximycin,Analgesic,Syrup,69 mg,CSL Limited,Fungus,Over-the-Counter
Cefcillin,Antibiotic,Tablet,279 mg,Bristol-Myers Squibb Company,Virus,Prescription
Metomycin,Antidepressant,Inhaler,94 mg,AstraZeneca plc,Infection,Over-the-Counter
Amoxicillin,Antiviral,Inhaler,404 mg,Roche Holding AG,Wound,Over-the-Counter
Amoxivir,Antidepressant,Cream,948 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Dolostatin,Analgesic,Injection,847 mg,Bayer AG,Pain,Prescription
Dextromet,Antifungal,Injection,925 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Acetostatin,Analgesic,Syrup,755 mg,Biogen Inc.,Diabetes,Over-the-Counter
Dolomycin,Antipyretic,Tablet,906 mg,Bristol-Myers Squibb Company,Virus,Prescription
Amoxinazole,Antidiabetic,Cream,852 mg,Biogen Inc.,Pain,Prescription
Amoxinazole,Analgesic,Injection,178 mg,"Merck & Co., Inc.",Diabetes,Prescription
Metoprofen,Antidiabetic,Capsule,620 mg,Sanofi S.A.,Depression,Prescription
Acetomycin,Antiviral,Tablet,896 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Clarimycin,Antiviral,Cream,149 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Clariprofen,Antidepressant,Inhaler,123 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Ibuproprofen,Antipyretic,Tablet,72 mg,Novo Nordisk A/S,Fever,Prescription
Metoprofen,Antiviral,Ointment,858 mg,Sanofi S.A.,Virus,Prescription
Metostatin,Analgesic,Injection,347 mg,"Merck & Co., Inc.",Virus,Prescription
Cefmycin,Antibiotic,Inhaler,187 mg,Johnson & Johnson,Depression,Prescription
Acetomet,Antipyretic,Syrup,30 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Cefmycin,Analgesic,Syrup,310 mg,Novo Nordisk A/S,Infection,Prescription
Metophen,Antiseptic,Syrup,422 mg,"Merck & Co., Inc.",Pain,Prescription
Ibuprocillin,Antibiotic,Tablet,21 mg,Eli Lilly and Company,Virus,Over-the-Counter
Acetonazole,Antidepressant,Ointment,277 mg,Roche Holding AG,Pain,Over-the-Counter
Acetomet,Antifungal,Cream,987 mg,Novartis AG,Pain,Prescription
Metomet,Antiseptic,Syrup,369 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Ibuprovir,Antidepressant,Cream,160 mg,Biogen Inc.,Fever,Prescription
Dolonazole,Analgesic,Drops,49 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Cefcillin,Antidepressant,Injection,27 mg,Johnson & Johnson,Pain,Over-the-Counter
Amoxivir,Antiviral,Ointment,184 mg,GlaxoSmithKline plc,Fungus,Prescription
Ibuprophen,Antiviral,Inhaler,726 mg,Amgen Inc.,Infection,Over-the-Counter
Cefcillin,Antipyretic,Ointment,215 mg,Amgen Inc.,Fever,Over-the-Counter
Clarinazole,Antiseptic,Injection,325 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Amoxistatin,Antifungal,Ointment,872 mg,"Merck & Co., Inc.",Infection,Prescription
Metoprofen,Antiviral,Syrup,974 mg,"Merck & Co., Inc.",Wound,Prescription
Acetostatin,Antipyretic,Capsule,330 mg,Eli Lilly and Company,Depression,Prescription
Ibuprostatin,Antipyretic,Capsule,178 mg,Johnson & Johnson,Fungus,Over-the-Counter
Metocillin,Antiviral,Inhaler,326 mg,Bayer AG,Virus,Prescription
Dextromet,Antiseptic,Ointment,797 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dextromet,Antiseptic,Tablet,287 mg,AbbVie Inc.,Diabetes,Prescription
Dextromet,Antidiabetic,Drops,534 mg,CSL Limited,Infection,Prescription
Dextromycin,Antipyretic,Injection,391 mg,Pfizer Inc.,Wound,Prescription
Clarimycin,Antiviral,Cream,706 mg,Amgen Inc.,Fungus,Over-the-Counter
Dolomycin,Antidiabetic,Ointment,210 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Clarimet,Antidiabetic,Drops,355 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Metophen,Antidepressant,Syrup,703 mg,Johnson & Johnson,Wound,Prescription
Dolomet,Antipyretic,Drops,625 mg,CSL Limited,Virus,Over-the-Counter
Ibuproprofen,Antiseptic,Ointment,497 mg,Eli Lilly and Company,Depression,Prescription
Ibuprophen,Antiviral,Cream,299 mg,AstraZeneca plc,Fungus,Over-the-Counter
Clarivir,Antidiabetic,Drops,483 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Metonazole,Antiviral,Capsule,155 mg,Johnson & Johnson,Virus,Over-the-Counter
Acetomycin,Antipyretic,Ointment,740 mg,Eli Lilly and Company,Fungus,Prescription
Cefmycin,Antidiabetic,Tablet,259 mg,"Merck & Co., Inc.",Virus,Prescription
Acetostatin,Antifungal,Drops,99 mg,AbbVie Inc.,Infection,Prescription
Cefcillin,Antifungal,Drops,230 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Metomycin,Antidiabetic,Inhaler,537 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Clarimet,Antiviral,Cream,319 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Amoximycin,Antidepressant,Inhaler,413 mg,Pfizer Inc.,Virus,Over-the-Counter
Cefmycin,Analgesic,Capsule,873 mg,Pfizer Inc.,Wound,Prescription
Acetophen,Analgesic,Drops,387 mg,CSL Limited,Fungus,Prescription
Amoxinazole,Antiseptic,Injection,920 mg,Bayer AG,Virus,Prescription
Amoxistatin,Antidiabetic,Inhaler,329 mg,Amgen Inc.,Infection,Over-the-Counter
Metoprofen,Antidiabetic,Capsule,97 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Acetomet,Analgesic,Ointment,465 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Dolostatin,Analgesic,Tablet,784 mg,Pfizer Inc.,Depression,Over-the-Counter
Ibuprocillin,Antibiotic,Capsule,989 mg,Pfizer Inc.,Fungus,Over-the-Counter
Dextronazole,Antipyretic,Syrup,827 mg,Bayer AG,Pain,Prescription
Dextronazole,Antidiabetic,Ointment,839 mg,Bayer AG,Fever,Over-the-Counter
Clarimet,Analgesic,Drops,163 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Cefvir,Analgesic,Drops,934 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Metophen,Antibiotic,Ointment,340 mg,AbbVie Inc.,Diabetes,Prescription
Ibupronazole,Antidepressant,Drops,389 mg,Sanofi S.A.,Depression,Prescription
Doloprofen,Analgesic,Inhaler,294 mg,Bayer AG,Wound,Over-the-Counter
Ibupromycin,Antidepressant,Inhaler,127 mg,Novartis AG,Fungus,Over-the-Counter
Acetomycin,Antipyretic,Tablet,820 mg,CSL Limited,Infection,Prescription
Dextrostatin,Antiviral,Syrup,924 mg,Bayer AG,Fungus,Prescription
Claricillin,Antipyretic,Ointment,799 mg,"Gilead Sciences, Inc.",Fever,Prescription
Clarimet,Antibiotic,Capsule,506 mg,Biogen Inc.,Diabetes,Over-the-Counter
Amoxistatin,Analgesic,Injection,266 mg,Novartis AG,Infection,Prescription
Amoxivir,Antidepressant,Cream,470 mg,Pfizer Inc.,Wound,Over-the-Counter
Amoximycin,Antipyretic,Tablet,443 mg,"Gilead Sciences, Inc.",Fever,Prescription
Clarivir,Antifungal,Inhaler,341 mg,Sanofi S.A.,Pain,Prescription
Dolocillin,Antiseptic,Tablet,523 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Dolovir,Antibiotic,Tablet,52 mg,CSL Limited,Infection,Over-the-Counter
Acetophen,Antiviral,Syrup,184 mg,Novartis AG,Pain,Over-the-Counter
Metovir,Antifungal,Cream,957 mg,Roche Holding AG,Fever,Prescription
Metovir,Antibiotic,Cream,914 mg,"Gilead Sciences, Inc.",Pain,Prescription
Amoxicillin,Analgesic,Ointment,274 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Dolocillin,Antidiabetic,Tablet,873 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibuprophen,Analgesic,Ointment,326 mg,Amgen Inc.,Wound,Prescription
Amoximycin,Antidepressant,Injection,639 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Clarimet,Analgesic,Capsule,363 mg,Johnson & Johnson,Pain,Prescription
Cefnazole,Antibiotic,Tablet,521 mg,Bayer AG,Diabetes,Over-the-Counter
Amoximycin,Analgesic,Tablet,816 mg,CSL Limited,Pain,Over-the-Counter
Dolonazole,Antifungal,Injection,331 mg,AbbVie Inc.,Fever,Prescription
Dextrostatin,Antidiabetic,Injection,611 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dextrophen,Antidiabetic,Syrup,323 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Cefprofen,Analgesic,Capsule,784 mg,Biogen Inc.,Virus,Over-the-Counter
Cefmycin,Antipyretic,Injection,103 mg,Johnson & Johnson,Diabetes,Prescription
Metovir,Antiviral,Tablet,632 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Dolocillin,Antipyretic,Tablet,159 mg,CSL Limited,Pain,Over-the-Counter
Ibuproprofen,Antidepressant,Injection,670 mg,Novo Nordisk A/S,Fungus,Prescription
Clarimycin,Antibiotic,Injection,899 mg,Novo Nordisk A/S,Depression,Prescription
Metomet,Antibiotic,Drops,143 mg,Roche Holding AG,Diabetes,Prescription
Acetomet,Analgesic,Ointment,375 mg,Bayer AG,Wound,Prescription
Metomycin,Antibiotic,Capsule,726 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Metophen,Antipyretic,Tablet,535 mg,Novo Nordisk A/S,Diabetes,Prescription
Metoprofen,Analgesic,Ointment,781 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Acetocillin,Antiviral,Injection,68 mg,Sanofi S.A.,Pain,Prescription
Acetomycin,Analgesic,Ointment,202 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Acetocillin,Analgesic,Capsule,287 mg,Bayer AG,Fungus,Over-the-Counter
Cefvir,Antipyretic,Injection,999 mg,AstraZeneca plc,Infection,Over-the-Counter
Cefcillin,Antidepressant,Capsule,416 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dextronazole,Antibiotic,Injection,947 mg,CSL Limited,Fungus,Over-the-Counter
Acetomycin,Antipyretic,Capsule,788 mg,Novo Nordisk A/S,Infection,Prescription
Acetoprofen,Antiviral,Capsule,61 mg,Biogen Inc.,Fever,Prescription
Ibuprocillin,Antipyretic,Drops,728 mg,AbbVie Inc.,Wound,Over-the-Counter
Dextrovir,Antipyretic,Ointment,264 mg,Novartis AG,Depression,Over-the-Counter
Ibuprovir,Antipyretic,Inhaler,16 mg,AbbVie Inc.,Wound,Over-the-Counter
Amoxistatin,Antiseptic,Syrup,959 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Acetovir,Analgesic,Capsule,80 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Claricillin,Analgesic,Cream,806 mg,Amgen Inc.,Depression,Prescription
Clarimycin,Antidiabetic,Injection,548 mg,Roche Holding AG,Diabetes,Over-the-Counter
Acetoprofen,Analgesic,Drops,827 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Ibupromycin,Antiviral,Inhaler,9 mg,Amgen Inc.,Fever,Prescription
Amoxiphen,Antidiabetic,Drops,786 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Metostatin,Antidiabetic,Injection,448 mg,CSL Limited,Virus,Prescription
Ibuprostatin,Antiseptic,Capsule,187 mg,Sanofi S.A.,Depression,Over-the-Counter
Dextroprofen,Antiseptic,Drops,735 mg,"Merck & Co., Inc.",Depression,Prescription
Dextrophen,Antiviral,Drops,931 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Clarivir,Antiseptic,Ointment,794 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Amoxiprofen,Antiviral,Tablet,129 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Cefmet,Antifungal,Inhaler,786 mg,AstraZeneca plc,Wound,Over-the-Counter
Cefnazole,Antibiotic,Capsule,290 mg,Biogen Inc.,Pain,Over-the-Counter
Dextrovir,Antibiotic,Inhaler,954 mg,Pfizer Inc.,Depression,Prescription
Cefnazole,Antiviral,Syrup,549 mg,Johnson & Johnson,Virus,Over-the-Counter
Ibuprostatin,Antifungal,Injection,864 mg,Amgen Inc.,Pain,Prescription
Ibupromycin,Antiviral,Syrup,140 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Ibupromet,Antiviral,Drops,436 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Cefnazole,Antiseptic,Cream,444 mg,"Gilead Sciences, Inc.",Fever,Prescription
Metomycin,Antifungal,Injection,28 mg,AbbVie Inc.,Diabetes,Prescription
Ibuproprofen,Antiseptic,Drops,422 mg,Roche Holding AG,Virus,Prescription
Metomycin,Antiseptic,Cream,738 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Cefstatin,Antidepressant,Inhaler,188 mg,Amgen Inc.,Pain,Prescription
Cefcillin,Antipyretic,Ointment,790 mg,Novartis AG,Depression,Over-the-Counter
Dolonazole,Analgesic,Injection,454 mg,GlaxoSmithKline plc,Fever,Prescription
Ibuprocillin,Antiseptic,Injection,571 mg,Sanofi S.A.,Wound,Over-the-Counter
Amoxicillin,Antipyretic,Injection,789 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dolovir,Antipyretic,Inhaler,105 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Ibupronazole,Antidepressant,Syrup,188 mg,AstraZeneca plc,Fungus,Prescription
Acetomycin,Antidiabetic,Ointment,696 mg,CSL Limited,Pain,Prescription
Clariprofen,Antibiotic,Cream,256 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Amoxiprofen,Antiviral,Drops,143 mg,AstraZeneca plc,Fever,Over-the-Counter
Amoxistatin,Analgesic,Capsule,990 mg,GlaxoSmithKline plc,Pain,Prescription
Metophen,Antiseptic,Syrup,308 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Cefnazole,Antidiabetic,Cream,259 mg,Amgen Inc.,Diabetes,Prescription
Metoprofen,Antidepressant,Drops,167 mg,Sanofi S.A.,Infection,Prescription
Dextromet,Antidiabetic,Inhaler,80 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Claristatin,Antiviral,Drops,927 mg,CSL Limited,Wound,Over-the-Counter
Metovir,Antipyretic,Cream,714 mg,CSL Limited,Infection,Prescription
Dextronazole,Antibiotic,Cream,730 mg,Pfizer Inc.,Pain,Prescription
Metostatin,Analgesic,Cream,202 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Ibuproprofen,Antidepressant,Ointment,268 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Acetomet,Antiviral,Cream,373 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Claristatin,Antifungal,Inhaler,312 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Acetomet,Antipyretic,Cream,492 mg,Pfizer Inc.,Diabetes,Prescription
Amoxinazole,Antifungal,Injection,424 mg,AstraZeneca plc,Fungus,Prescription
Clarivir,Antipyretic,Syrup,974 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Dextroprofen,Antifungal,Ointment,450 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Clariprofen,Antifungal,Ointment,656 mg,GlaxoSmithKline plc,Depression,Prescription
Ibupronazole,Antifungal,Injection,581 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Claricillin,Antibiotic,Injection,197 mg,Biogen Inc.,Virus,Prescription
Dextrostatin,Antidiabetic,Cream,48 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Dextrocillin,Antiviral,Drops,102 mg,CSL Limited,Fever,Over-the-Counter
Dextrophen,Antipyretic,Cream,646 mg,AbbVie Inc.,Infection,Prescription
Ibupromet,Antibiotic,Inhaler,940 mg,Bristol-Myers Squibb Company,Virus,Prescription
